Image,Image_Path,Label,Prediction,Probability,Price_per_unit_usd,Unit
757,fruits-360/Test/Melon Piel de Sapo 1/r2_256_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
758,fruits-360/Test/Melon Piel de Sapo 1/r2_267_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
759,fruits-360/Test/Melon Piel de Sapo 1/r2_284_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
760,fruits-360/Test/Melon Piel de Sapo 1/r2_129_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
761,fruits-360/Test/Mulberry 1/r_266_100.jpg,Mulberry 1,Mulberry 1,1,,
762,fruits-360/Test/Mulberry 1/243_100.jpg,Mulberry 1,Mulberry 1,0.973646581,,
763,fruits-360/Test/Mulberry 1/206_100.jpg,Mulberry 1,Mulberry 1,1,,
764,fruits-360/Test/Mulberry 1/r_301_100.jpg,Mulberry 1,Mulberry 1,1,,
765,fruits-360/Test/Mulberry 1/r_296_100.jpg,Mulberry 1,Mulberry 1,1,,
766,fruits-360/Test/Mulberry 1/r_248_100.jpg,Mulberry 1,Mulberry 1,1,,
767,fruits-360/Test/Mulberry 1/r_252_100.jpg,Mulberry 1,Mulberry 1,1,,
768,fruits-360/Test/Mulberry 1/r_122_100.jpg,Mulberry 1,Mulberry 1,1,,
769,fruits-360/Test/Mulberry 1/r_208_100.jpg,Mulberry 1,Mulberry 1,1,,
770,fruits-360/Test/Mulberry 1/r_104_100.jpg,Mulberry 1,Mulberry 1,1,,
771,fruits-360/Test/Nectarine 1/r_76_100.jpg,Nectarine 1,Nectarine 1,0.999966145,,
772,fruits-360/Test/Nectarine 1/68_100.jpg,Nectarine 1,Apple Red Yellow 1,0.849815011,,
773,fruits-360/Test/Nectarine 1/78_100.jpg,Nectarine 1,Apple Red Yellow 1,0.999949217,,
774,fruits-360/Test/Nectarine 1/r_41_100.jpg,Nectarine 1,Nectarine 1,0.997354388,,
775,fruits-360/Test/Nectarine 1/r_326_100.jpg,Nectarine 1,Nectarine 1,1,,
776,fruits-360/Test/Nectarine 1/87_100.jpg,Nectarine 1,Nectarine 1,0.999985695,,
777,fruits-360/Test/Nectarine 1/72_100.jpg,Nectarine 1,Apple Red Yellow 1,0.999999881,,
778,fruits-360/Test/Nectarine 1/325_100.jpg,Nectarine 1,Nectarine 1,1,,
779,fruits-360/Test/Nectarine 1/r_95_100.jpg,Nectarine 1,Nectarine 1,1,,
780,fruits-360/Test/Nectarine 1/71_100.jpg,Nectarine 1,Apple Red Yellow 1,0.999740064,,
781,fruits-360/Test/Nectarine Flat 1/r2_169_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.999997258,,
782,fruits-360/Test/Nectarine Flat 1/59_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1,,
783,fruits-360/Test/Nectarine Flat 1/r_15_100.jpg,Nectarine Flat 1,Tomato 1,0.704369843,,
784,fruits-360/Test/Nectarine Flat 1/r2_180_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.815900624,,
785,fruits-360/Test/Nectarine Flat 1/r2_173_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.999990106,,
786,fruits-360/Test/Nectarine Flat 1/90_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1,,
787,fruits-360/Test/Nectarine Flat 1/r2_73_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1,,
788,fruits-360/Test/Nectarine Flat 1/r_112_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1,,
789,fruits-360/Test/Nectarine Flat 1/r_18_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.999999762,,
790,fruits-360/Test/Nectarine Flat 1/r2_78_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1,,
791,fruits-360/Test/Nut Forest 1/r2_86_100.jpg,Nut Forest 1,Nut Forest 1,1,,
792,fruits-360/Test/Nut Forest 1/r_99_100.jpg,Nut Forest 1,Nut Forest 1,1,,
793,fruits-360/Test/Nut Forest 1/130_100.jpg,Nut Forest 1,Nut Forest 1,1,,
794,fruits-360/Test/Nut Forest 1/328_100.jpg,Nut Forest 1,Nut Forest 1,1,,
795,fruits-360/Test/Nut Forest 1/r_53_100.jpg,Nut Forest 1,Nut Forest 1,0.999998093,,
796,fruits-360/Test/Nut Forest 1/212_100.jpg,Nut Forest 1,Nut Forest 1,1,,
797,fruits-360/Test/Nut Forest 1/344_100.jpg,Nut Forest 1,Nut Forest 1,1,,
798,fruits-360/Test/Nut Forest 1/115_100.jpg,Nut Forest 1,Nut Forest 1,1,,
799,fruits-360/Test/Nut Forest 1/r2_68_100.jpg,Nut Forest 1,Nut Forest 1,1,,
800,fruits-360/Test/Nut Forest 1/r2_113_100.jpg,Nut Forest 1,Nut Forest 1,1,,
801,fruits-360/Test/Nut Pecan 1/r_124_100.jpg,Nut Pecan 1,Nut Pecan 1,0.968058884,,
802,fruits-360/Test/Nut Pecan 1/222_100.jpg,Nut Pecan 1,Nut Pecan 1,1,,
803,fruits-360/Test/Nut Pecan 1/214_100.jpg,Nut Pecan 1,Nut Pecan 1,1,,
804,fruits-360/Test/Nut Pecan 1/80_100.jpg,Nut Pecan 1,Nut Pecan 1,1,,
805,fruits-360/Test/Nut Pecan 1/235_100.jpg,Nut Pecan 1,Nut Pecan 1,1,,
806,fruits-360/Test/Nut Pecan 1/225_100.jpg,Nut Pecan 1,Nut Pecan 1,1,,
807,fruits-360/Test/Nut Pecan 1/r2_161_100.jpg,Nut Pecan 1,Granadilla 1,0.906481683,,
808,fruits-360/Test/Nut Pecan 1/r_22_100.jpg,Nut Pecan 1,Plum 2,0.97802937,,
809,fruits-360/Test/Nut Pecan 1/45_100.jpg,Nut Pecan 1,Nut Pecan 1,1,,
810,fruits-360/Test/Nut Pecan 1/r2_160_100.jpg,Nut Pecan 1,Salak 1,0.786150277,,
811,fruits-360/Test/Onion Red 1/r2_174_100.jpg,Onion Red 1,Onion Red 1,1,,
812,fruits-360/Test/Onion Red 1/r2_104_100.jpg,Onion Red 1,Onion Red 1,1,,
813,fruits-360/Test/Onion Red 1/r2_186_100.jpg,Onion Red 1,Onion Red 1,0.977474868,,
814,fruits-360/Test/Onion Red 1/154_100.jpg,Onion Red 1,Onion Red 1,1,,
815,fruits-360/Test/Onion Red 1/165_100.jpg,Onion Red 1,Onion Red 1,1,,
816,fruits-360/Test/Onion Red 1/184_100.jpg,Onion Red 1,Onion Red 1,1,,
817,fruits-360/Test/Onion Red 1/r_61_100.jpg,Onion Red 1,Onion Red 1,1,,
818,fruits-360/Test/Onion Red 1/174_100.jpg,Onion Red 1,Onion Red 1,1,,
819,fruits-360/Test/Onion Red 1/r_62_100.jpg,Onion Red 1,Onion Red 1,1,,
820,fruits-360/Test/Onion Red 1/r2_190_100.jpg,Onion Red 1,Onion Red 1,0.960862219,,
821,fruits-360/Test/Onion Red Peeled 1/71_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
822,fruits-360/Test/Onion Red Peeled 1/r2_169_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
823,fruits-360/Test/Onion Red Peeled 1/21_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
824,fruits-360/Test/Onion Red Peeled 1/r2_51_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
825,fruits-360/Test/Onion Red Peeled 1/r2_195_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
826,fruits-360/Test/Onion Red Peeled 1/r_188_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
827,fruits-360/Test/Onion Red Peeled 1/r_184_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
828,fruits-360/Test/Onion Red Peeled 1/32_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
829,fruits-360/Test/Onion Red Peeled 1/r_106_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,1,,
830,fruits-360/Test/Onion Red Peeled 1/r2_181_100.jpg,Onion Red Peeled 1,Onion Red Peeled 1,0.992246985,,
831,fruits-360/Test/Onion White 1/r2_178_100.jpg,Onion White 1,Onion White 1,1,,
832,fruits-360/Test/Onion White 1/r2_2_100.jpg,Onion White 1,Onion White 1,0.999994874,,
833,fruits-360/Test/Onion White 1/r_169_100.jpg,Onion White 1,Apple Pink Lady 1,0.9989779,,
834,fruits-360/Test/Onion White 1/r_4_100.jpg,Onion White 1,Onion White 1,1,,
835,fruits-360/Test/Onion White 1/r2_7_100.jpg,Onion White 1,Onion White 1,0.643683374,,
836,fruits-360/Test/Onion White 1/r_177_100.jpg,Onion White 1,Onion White 1,0.720682263,,
837,fruits-360/Test/Onion White 1/r_5_100.jpg,Onion White 1,Onion White 1,1,,
838,fruits-360/Test/Onion White 1/174_100.jpg,Onion White 1,Onion White 1,1,,
839,fruits-360/Test/Onion White 1/r2_18_100.jpg,Onion White 1,Onion White 1,1,,
840,fruits-360/Test/Onion White 1/130_100.jpg,Onion White 1,Onion White 1,0.999999404,,
841,fruits-360/Test/Orange 1/85_100.jpg,Orange 1,Orange 1,1,1.26,Lb
842,fruits-360/Test/Orange 1/61_100.jpg,Orange 1,Orange 1,1,1.26,Lb
843,fruits-360/Test/Orange 1/38_100.jpg,Orange 1,Orange 1,1,1.26,Lb
844,fruits-360/Test/Orange 1/r_63_100.jpg,Orange 1,Orange 1,1,1.26,Lb
845,fruits-360/Test/Orange 1/6_100.jpg,Orange 1,Orange 1,1,1.26,Lb
846,fruits-360/Test/Orange 1/r_89_100.jpg,Orange 1,Orange 1,1,1.26,Lb
847,fruits-360/Test/Orange 1/r_35_100.jpg,Orange 1,Orange 1,1,1.26,Lb
848,fruits-360/Test/Orange 1/93_100.jpg,Orange 1,Orange 1,1,1.26,Lb
849,fruits-360/Test/Orange 1/r_83_100.jpg,Orange 1,Orange 1,1,1.26,Lb
850,fruits-360/Test/Orange 1/r_64_100.jpg,Orange 1,Orange 1,1,1.26,Lb
851,fruits-360/Test/Papaya 1/3_100.jpg,Papaya 1,Papaya 1,1,,
852,fruits-360/Test/Papaya 1/57_100.jpg,Papaya 1,Papaya 1,1,,
853,fruits-360/Test/Papaya 1/r_325_100.jpg,Papaya 1,Papaya 1,1,,
854,fruits-360/Test/Papaya 1/r_71_100.jpg,Papaya 1,Papaya 1,1,,
855,fruits-360/Test/Papaya 1/85_100.jpg,Papaya 1,Papaya 1,1,,
856,fruits-360/Test/Papaya 1/r_41_100.jpg,Papaya 1,Papaya 1,1,,
857,fruits-360/Test/Papaya 1/r_326_100.jpg,Papaya 1,Papaya 1,1,,
858,fruits-360/Test/Papaya 1/321_100.jpg,Papaya 1,Papaya 1,1,,
859,fruits-360/Test/Papaya 1/r_322_100.jpg,Papaya 1,Papaya 1,1,,
860,fruits-360/Test/Papaya 1/74_100.jpg,Papaya 1,Papaya 1,0.999974489,,
861,fruits-360/Test/Passion Fruit 1/138_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
862,fruits-360/Test/Passion Fruit 1/r_25_100.jpg,Passion Fruit 1,Passion Fruit 1,0.99999249,,
863,fruits-360/Test/Passion Fruit 1/107_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
864,fruits-360/Test/Passion Fruit 1/r_26_100.jpg,Passion Fruit 1,Passion Fruit 1,0.999985933,,
865,fruits-360/Test/Passion Fruit 1/r_284_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
866,fruits-360/Test/Passion Fruit 1/r_291_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
867,fruits-360/Test/Passion Fruit 1/r_294_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
868,fruits-360/Test/Passion Fruit 1/r_304_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
869,fruits-360/Test/Passion Fruit 1/143_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
870,fruits-360/Test/Passion Fruit 1/r_288_100.jpg,Passion Fruit 1,Passion Fruit 1,1,,
871,fruits-360/Test/Peach 1/r_52_100.jpg,Peach 1,Nectarine 1,0.999398112,2.84,Lb
872,fruits-360/Test/Peach 1/r_43_100.jpg,Peach 1,Nectarine 1,0.979056597,2.84,Lb
873,fruits-360/Test/Peach 1/r_56_100.jpg,Peach 1,Nectarine 1,0.999998689,2.84,Lb
874,fruits-360/Test/Peach 1/r_65_100.jpg,Peach 1,Nectarine 1,0.981707513,2.84,Lb
875,fruits-360/Test/Peach 1/37_100.jpg,Peach 1,Peach 1,1,2.84,Lb
876,fruits-360/Test/Peach 1/59_100.jpg,Peach 1,Peach 1,1,2.84,Lb
877,fruits-360/Test/Peach 1/70_100.jpg,Peach 1,Peach 1,1,2.84,Lb
878,fruits-360/Test/Peach 1/r_98_100.jpg,Peach 1,Peach 1,1,2.84,Lb
879,fruits-360/Test/Peach 1/r_5_100.jpg,Peach 1,Nectarine 1,0.954135418,2.84,Lb
880,fruits-360/Test/Peach 1/49_100.jpg,Peach 1,Orange 1,0.755678236,2.84,Lb
881,fruits-360/Test/Peach 2/r2_205_100.jpg,Peach 2,Peach 2,1,2.84,Lb
882,fruits-360/Test/Peach 2/r2_199_100.jpg,Peach 2,Peach 2,1,2.84,Lb
883,fruits-360/Test/Peach 2/r2_179_100.jpg,Peach 2,Peach 2,1,2.84,Lb
884,fruits-360/Test/Peach 2/92_100.jpg,Peach 2,Peach 2,1,2.84,Lb
885,fruits-360/Test/Peach 2/r2_201_100.jpg,Peach 2,Peach 2,1,2.84,Lb
886,fruits-360/Test/Peach 2/r_325_100.jpg,Peach 2,Peach 2,1,2.84,Lb
887,fruits-360/Test/Peach 2/98_100.jpg,Peach 2,Peach 2,1,2.84,Lb
888,fruits-360/Test/Peach 2/r2_25_100.jpg,Peach 2,Peach 2,1,2.84,Lb
889,fruits-360/Test/Peach 2/r2_218_100.jpg,Peach 2,Peach 2,1,2.84,Lb
890,fruits-360/Test/Peach 2/93_100.jpg,Peach 2,Peach 2,1,2.84,Lb
891,fruits-360/Test/Peach Flat 1/86_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
892,fruits-360/Test/Peach Flat 1/r_68_100.jpg,Peach Flat 1,Carambula 1,0.343717605,2.84,Lb
893,fruits-360/Test/Peach Flat 1/56_100.jpg,Peach Flat 1,Cucumber Ripe 2,0.996305227,2.84,Lb
894,fruits-360/Test/Peach Flat 1/78_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
895,fruits-360/Test/Peach Flat 1/82_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
896,fruits-360/Test/Peach Flat 1/92_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
897,fruits-360/Test/Peach Flat 1/r_40_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
898,fruits-360/Test/Peach Flat 1/r_9_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
899,fruits-360/Test/Peach Flat 1/r_325_100.jpg,Peach Flat 1,Peach Flat 1,1,2.84,Lb
900,fruits-360/Test/Peach Flat 1/34_100.jpg,Peach Flat 1,Peach Flat 1,0.999873519,2.84,Lb
901,fruits-360/Test/Pear 1/84_100.jpg,Pear 1,Pear 1,0.999994516,0.94,Lb
902,fruits-360/Test/Pear 1/51_100.jpg,Pear 1,Pear 1,0.999974608,0.94,Lb
903,fruits-360/Test/Pear 1/59_100.jpg,Pear 1,Pear 1,0.999985099,0.94,Lb
904,fruits-360/Test/Pear 1/r_55_100.jpg,Pear 1,Guava 1,0.99489671,0.94,Lb
905,fruits-360/Test/Pear 1/r_77_100.jpg,Pear 1,Plum 3,0.777593315,0.94,Lb
906,fruits-360/Test/Pear 1/r_95_100.jpg,Pear 1,Pear 1,0.999990702,0.94,Lb
907,fruits-360/Test/Pear 1/r_65_100.jpg,Pear 1,Guava 1,0.39057377,0.94,Lb
908,fruits-360/Test/Pear 1/r_9_100.jpg,Pear 1,Pear 1,0.999987841,0.94,Lb
909,fruits-360/Test/Pear 1/46_100.jpg,Pear 1,Pear 1,0.948108196,0.94,Lb
910,fruits-360/Test/Pear 1/73_100.jpg,Pear 1,Pear 1,0.999939322,0.94,Lb
911,fruits-360/Test/Pear 2/34_100.jpg,Pear 2,Pear 2,1,,
912,fruits-360/Test/Pear 2/r_243_100.jpg,Pear 2,Onion White 1,0.999989033,,
913,fruits-360/Test/Pear 2/r_238_100.jpg,Pear 2,Onion White 1,0.80336237,,
914,fruits-360/Test/Pear 2/r_86_100.jpg,Pear 2,Pear 2,0.999958634,,
915,fruits-360/Test/Pear 2/r2_113_100.jpg,Pear 2,Onion White 1,1,,
916,fruits-360/Test/Pear 2/r_274_100.jpg,Pear 2,Onion Red 1,0.961631,,
917,fruits-360/Test/Pear 2/271_100.jpg,Pear 2,Pear 2,1,,
918,fruits-360/Test/Pear 2/r_284_100.jpg,Pear 2,Pear 2,1,,
919,fruits-360/Test/Pear 2/r_273_100.jpg,Pear 2,Onion Red 1,0.962066054,,
920,fruits-360/Test/Pear 2/r_239_100.jpg,Pear 2,Onion White 1,0.97642684,,
921,fruits-360/Test/Pear 3/r0_71_100.jpg,Pear 3,Pear 3,1,,
922,fruits-360/Test/Pear 3/r0_235_100.jpg,Pear 3,Pear 3,1,,
923,fruits-360/Test/Pear 3/r0_307_100.jpg,Pear 3,Pear 3,1,,
924,fruits-360/Test/Pear 3/r0_255_100.jpg,Pear 3,Pear 3,1,,
925,fruits-360/Test/Pear 3/r0_247_100.jpg,Pear 3,Pear 3,1,,
926,fruits-360/Test/Pear 3/r0_283_100.jpg,Pear 3,Pear 3,1,,
927,fruits-360/Test/Pear 3/r0_295_100.jpg,Pear 3,Pear 3,1,,
928,fruits-360/Test/Pear 3/r0_67_100.jpg,Pear 3,Pear 3,1,,
929,fruits-360/Test/Pear 3/r0_243_100.jpg,Pear 3,Pear 3,1,,
930,fruits-360/Test/Pear 3/r0_39_100.jpg,Pear 3,Pear 3,1,,
931,fruits-360/Test/Pear Abate 1/r_71_100.jpg,Pear Abate 1,Pear Abate 1,0.980892003,0.85,Lb
932,fruits-360/Test/Pear Abate 1/r_317_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
933,fruits-360/Test/Pear Abate 1/254_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
934,fruits-360/Test/Pear Abate 1/267_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
935,fruits-360/Test/Pear Abate 1/r_96_100.jpg,Pear Abate 1,Banana Red 1,0.853548467,0.85,Lb
936,fruits-360/Test/Pear Abate 1/301_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
937,fruits-360/Test/Pear Abate 1/r_315_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
938,fruits-360/Test/Pear Abate 1/252_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
939,fruits-360/Test/Pear Abate 1/r_94_100.jpg,Pear Abate 1,Pear Williams 1,0.905236423,0.85,Lb
940,fruits-360/Test/Pear Abate 1/278_100.jpg,Pear Abate 1,Pear Abate 1,1,0.85,Lb
941,fruits-360/Test/Pear Forelle 1/r2_163_100.jpg,Pear Forelle 1,Pear Forelle 1,1,,
942,fruits-360/Test/Pear Forelle 1/200_100.jpg,Pear Forelle 1,Pear Forelle 1,0.999999881,,
943,fruits-360/Test/Pear Forelle 1/185_100.jpg,Pear Forelle 1,Pear Forelle 1,0.999995112,,
944,fruits-360/Test/Pear Forelle 1/r2_184_100.jpg,Pear Forelle 1,Pear Forelle 1,1,,
945,fruits-360/Test/Pear Forelle 1/r2_133_100.jpg,Pear Forelle 1,Pear Forelle 1,1,,
946,fruits-360/Test/Pear Forelle 1/78_100.jpg,Pear Forelle 1,Pear Forelle 1,0.999992967,,
947,fruits-360/Test/Pear Forelle 1/102_100.jpg,Pear Forelle 1,Pear Forelle 1,1,,
948,fruits-360/Test/Pear Forelle 1/r_120_100.jpg,Pear Forelle 1,Pear Forelle 1,1,,
949,fruits-360/Test/Pear Forelle 1/r2_136_100.jpg,Pear Forelle 1,Pear Forelle 1,1,,
950,fruits-360/Test/Pear Forelle 1/r_173_100.jpg,Pear Forelle 1,Pear Forelle 1,0.999813259,,
951,fruits-360/Test/Pear Kaiser 1/r_14_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
952,fruits-360/Test/Pear Kaiser 1/141_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
953,fruits-360/Test/Pear Kaiser 1/r_21_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
954,fruits-360/Test/Pear Kaiser 1/r_9_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
955,fruits-360/Test/Pear Kaiser 1/152_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
956,fruits-360/Test/Pear Kaiser 1/3_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
957,fruits-360/Test/Pear Kaiser 1/r_198_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
958,fruits-360/Test/Pear Kaiser 1/145_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
959,fruits-360/Test/Pear Kaiser 1/r_7_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
960,fruits-360/Test/Pear Kaiser 1/13_100.jpg,Pear Kaiser 1,Pear Kaiser 1,1,,
961,fruits-360/Test/Pear Monster 1/72_100.jpg,Pear Monster 1,Pear Monster 1,1,,
962,fruits-360/Test/Pear Monster 1/r_185_100.jpg,Pear Monster 1,Pear Williams 1,0.755349636,,
963,fruits-360/Test/Pear Monster 1/220_100.jpg,Pear Monster 1,Pear Monster 1,1,,
964,fruits-360/Test/Pear Monster 1/85_100.jpg,Pear Monster 1,Pear Monster 1,1,,
965,fruits-360/Test/Pear Monster 1/59_100.jpg,Pear Monster 1,Pear Monster 1,1,,
966,fruits-360/Test/Pear Monster 1/r_206_100.jpg,Pear Monster 1,Pear Monster 1,0.998538733,,
967,fruits-360/Test/Pear Monster 1/89_100.jpg,Pear Monster 1,Pear Monster 1,1,,
968,fruits-360/Test/Pear Monster 1/98_100.jpg,Pear Monster 1,Pear Monster 1,1,,
969,fruits-360/Test/Pear Monster 1/81_100.jpg,Pear Monster 1,Pear Monster 1,1,,
970,fruits-360/Test/Pear Monster 1/r_182_100.jpg,Pear Monster 1,Cactus fruit 1,0.762658954,,
971,fruits-360/Test/Pear Red 1/196_100.jpg,Pear Red 1,Pear Red 1,1,,
972,fruits-360/Test/Pear Red 1/r_117_100.jpg,Pear Red 1,Pear Red 1,0.999527454,,
973,fruits-360/Test/Pear Red 1/258_100.jpg,Pear Red 1,Pear Red 1,1,,
974,fruits-360/Test/Pear Red 1/r_102_100.jpg,Pear Red 1,Pear Red 1,0.999348223,,
975,fruits-360/Test/Pear Red 1/r2_105_100.jpg,Pear Red 1,Pear Red 1,0.842589498,,
976,fruits-360/Test/Pear Red 1/r2_130_100.jpg,Pear Red 1,Lemon Meyer 1,0.739792824,,
977,fruits-360/Test/Pear Red 1/r_126_100.jpg,Pear Red 1,Pear Red 1,0.999924064,,
978,fruits-360/Test/Pear Red 1/241_100.jpg,Pear Red 1,Pear Red 1,1,,
979,fruits-360/Test/Pear Red 1/r2_142_100.jpg,Pear Red 1,Pear Red 1,0.998084903,,
980,fruits-360/Test/Pear Red 1/r_112_100.jpg,Pear Red 1,Pear Red 1,0.999622583,,
981,fruits-360/Test/Pear Stone 1/r_50_100.jpg,Pear Stone 1,Pear Stone 1,1,,
982,fruits-360/Test/Pear Stone 1/268_100.jpg,Pear Stone 1,Pear Stone 1,1,,
983,fruits-360/Test/Pear Stone 1/r_191_100.jpg,Pear Stone 1,Fig 1,0.98477608,,
984,fruits-360/Test/Pear Stone 1/294_100.jpg,Pear Stone 1,Pear Stone 1,1,,
985,fruits-360/Test/Pear Stone 1/265_100.jpg,Pear Stone 1,Pear Stone 1,1,,
986,fruits-360/Test/Pear Stone 1/r2_18_100.jpg,Pear Stone 1,Pear Stone 1,0.99978739,,
987,fruits-360/Test/Pear Stone 1/141_100.jpg,Pear Stone 1,Pear Stone 1,0.999976397,,
988,fruits-360/Test/Pear Stone 1/r2_164_100.jpg,Pear Stone 1,Pear Stone 1,1,,
989,fruits-360/Test/Pear Stone 1/245_100.jpg,Pear Stone 1,Pear Stone 1,1,,
990,fruits-360/Test/Pear Stone 1/257_100.jpg,Pear Stone 1,Pear Stone 1,1,,
991,fruits-360/Test/Pear Williams 1/251_100.jpg,Pear Williams 1,Pear Williams 1,0.999996901,,
992,fruits-360/Test/Pear Williams 1/249_100.jpg,Pear Williams 1,Pear Williams 1,0.999989867,,
993,fruits-360/Test/Pear Williams 1/r_227_100.jpg,Pear Williams 1,Pear Williams 1,1,,
994,fruits-360/Test/Pear Williams 1/r_253_100.jpg,Pear Williams 1,Pear Williams 1,0.995386422,,
995,fruits-360/Test/Pear Williams 1/r_246_100.jpg,Pear Williams 1,Pear Williams 1,0.988497615,,
996,fruits-360/Test/Pear Williams 1/r_229_100.jpg,Pear Williams 1,Pear Williams 1,0.999999881,,
997,fruits-360/Test/Pear Williams 1/r_131_100.jpg,Pear Williams 1,Pear Williams 1,1,,
998,fruits-360/Test/Pear Williams 1/r_234_100.jpg,Pear Williams 1,Pear Williams 1,0.999961019,,
999,fruits-360/Test/Pear Williams 1/260_100.jpg,Pear Williams 1,Pear Williams 1,0.999998808,,
1000,fruits-360/Test/Pear Williams 1/r_264_100.jpg,Pear Williams 1,Pear Williams 1,1,,
1001,fruits-360/Test/Pepino 1/r_211_100.jpg,Pepino 1,Pepino 1,0.999968886,,
1002,fruits-360/Test/Pepino 1/r_256_100.jpg,Pepino 1,Pear Williams 1,0.642476261,,
1003,fruits-360/Test/Pepino 1/r_270_100.jpg,Pepino 1,Pepino 1,1,,
1004,fruits-360/Test/Pepino 1/64_100.jpg,Pepino 1,Pepino 1,1,,
1005,fruits-360/Test/Pepino 1/93_100.jpg,Pepino 1,Pepino 1,1,,
1006,fruits-360/Test/Pepino 1/208_100.jpg,Pepino 1,Pepino 1,1,,
1007,fruits-360/Test/Pepino 1/65_100.jpg,Pepino 1,Pepino 1,1,,
1008,fruits-360/Test/Pepino 1/41_100.jpg,Pepino 1,Pepino 1,1,,
1009,fruits-360/Test/Pepino 1/49_100.jpg,Pepino 1,Pepino 1,1,,
1010,fruits-360/Test/Pepino 1/r_219_100.jpg,Pepino 1,Pear Williams 1,0.996842027,,
1011,fruits-360/Test/Pepper Green 1/r_16_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1012,fruits-360/Test/Pepper Green 1/232_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1013,fruits-360/Test/Pepper Green 1/110_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1014,fruits-360/Test/Pepper Green 1/r_227_100.jpg,Pepper Green 1,Pepper Green 1,0.979067683,,
1015,fruits-360/Test/Pepper Green 1/119_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1016,fruits-360/Test/Pepper Green 1/233_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1017,fruits-360/Test/Pepper Green 1/r_54_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1018,fruits-360/Test/Pepper Green 1/r_164_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1019,fruits-360/Test/Pepper Green 1/225_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1020,fruits-360/Test/Pepper Green 1/r_195_100.jpg,Pepper Green 1,Pepper Green 1,1,,
1021,fruits-360/Test/Pepper Orange 1/r_69_100.jpg,Pepper Orange 1,Pepper Orange 1,1,1.26,Lb
